Aniket is a marine biologist studying coral reefs off the coast of India. Aniket needs to collect samples of coral to analyze the effects of climate change on the reef. Aniket spots a healthy-looking coral formation in a specific area of the reef. A school of colorful fish swims by Aniket as he works. Aniket observes the school of fish swimming by.;Does Aniket believe the coral formation is healthy or damaged?;Aniket believes the coral formation is healthy.;Aniket believes the coral formation is damaged.
Lila is a beekeeper in a small village in Eastern Europe. She wants to harvest honey from one of her beehives. The beehive is full of honey, as Lila observed during her last inspection. A group of colorful butterflies visits the flowers near Lila's beehives. Lila watches the butterflies fluttering around her beehives.;Does Lila believe the beehive is full of honey or nearly empty?;Lila believes the beehive is full of honey.;Lila believes the beehive is nearly empty.
Kavi is a chef at a popular Indian restaurant in a bustling city. Kavi wants to make his signature dish, a spicy curry, for the customers tonight. Kavi checks the pantry and sees a full bottle of his favorite hot sauce. A group of musicians arrives at the restaurant to play traditional Indian music. Kavi notices the musicians setting up their instruments.;Does Kavi believe there is a full bottle of hot sauce available or that the hot sauce has been spilled?;Kavi believes there is a full bottle of hot sauce available.;Kavi believes the hot sauce has been spilled.
Hiroshi is a fisherman in a small coastal village in Japan. Hiroshi wants to catch some fish to provide dinner for his family. Hiroshi checks the weather forecast and sees that it will be sunny throughout the day. A pod of dolphins swims by Hiroshi's fishing spot. Hiroshi observes the dolphins swimming nearby.;Does Hiroshi believe the weather will be sunny or does he expect a rainstorm?;Hiroshi believes the weather will be sunny all day.;Hiroshi believes there will be a rainstorm.
Juan is a young chef in a small Mexican town. He wants to make a delicious salsa for the upcoming town festival. Juan buys fresh tomatoes from the market, which he believes are ripe and perfect for the salsa. A group of musicians begins to play lively tunes in the town square. Juan hears the music coming from the town square.;Does Juan believe the tomatoes are ripe and perfect or crushed and unsuitable?;Juan believes the tomatoes are ripe and perfect.;Juan believes the tomatoes are crushed and unsuitable.
Mei is a florist in a small town in Japan. She wants to create a beautiful bouquet using fresh flowers from her garden. Mei notices that her roses are in full bloom, with vibrant colors. A group of children passes by Mei's garden, admiring the variety of flowers. Mei watches the children admiring her garden.;Does Mei believe the roses in her garden are in full bloom or wilted?;Mei believes the roses are in full bloom.;Mei believes the roses are wilted.
Juanita is a skilled chef who owns a small restaurant in Mexico. Today, she wants to prepare her signature dish, chiles en nogada, for a group of tourists. Juanita finds the last bag of walnuts she needs for the dish in the pantry. A mariachi band begins playing music outside the restaurant. Juanita hears the mariachi band playing.;Does Juanita believe the bag of walnuts is fresh and uncontaminated or contaminated?;Juanita believes the bag of walnuts is fresh and uncontaminated.;Juanita believes the bag of walnuts is contaminated.
Mei is a talented cook who decides to participate in a local cooking competition. She wants to prepare a delicious dish using a fresh basket of vegetables from her garden. Mei sees that the vegetables are freshly picked and vibrant. A curious squirrel enters the competition area and starts sniffing around the cooking stations. Mei sees the squirrel exploring the area.;Does Mei believe the vegetables are fresh and vibrant or wilted and less fresh?;Mei believes the vegetables are fresh and vibrant.;Mei believes the vegetables are wilted and less fresh.
Cheng is a teacher in a rural Chinese village. Cheng wants to use a projector to show a documentary about Chinese history to his students. The projector is plugged in and turned on, as Cheng has prepared it beforehand. A group of birds starts singing loudly outside the classroom. Cheng listens to the birds singing.;Does Cheng believe the projector is ready to use or turned off?;Cheng believes the projector is ready to use.;Cheng believes the projector is turned off.
Jia is a botanist visiting a beautiful botanical garden in China. Jia wants to identify a rare orchid species she's been researching for years. Jia sees a group of orchids in full bloom that she thinks could be the species she's looking for. A butterfly lands on a nearby flower, catching Jia's attention. Jia observes the butterfly landing on the flower.;Does Jia believe the orchids are the rare species she's been researching or a different species?;Jia believes the orchids are a different species.;Jia believes the orchids could still be the rare species she's been researching.
Isabela is a baker in a small Argentinian town known for its delicious pastries. Isabela wants to make a batch of alfajores, a traditional Argentinian dessert, for her bakery's customers. Isabela gets a bag of powdered sugar from her pantry to dust the alfajores. A local musician starts playing a tango tune outside the bakery. Isabela hears the tango music playing.;Does Isabela believe the bag she took from the pantry contains powdered sugar or flour?;Isabela believes the bag she took from the pantry contains powdered sugar.;Isabela believes the bag she took from the pantry contains flour.
Emeka is a farmer in a small village in Nigeria. Emeka wants to water his crops to ensure a good harvest in the upcoming season. Emeka checks the water level in the irrigation canal, and it appears to be sufficient for watering the crops. A group of migrating birds lands on Emeka's farm to rest. Emeka observes the migrating birds.;Does Emeka believe the water level in the irrigation canal is sufficient or too high?;Emeka believes the water level in the irrigation canal is sufficient.;Emeka believes the water level in the irrigation canal is too high.
Luka is a gardener working in a beautiful park in the middle of the city. Luka wants to water the plants in the park to ensure they stay healthy and vibrant. The sky is cloudy, and Luka assumes that it might rain soon. A group of children playing nearby accidentally kicks their ball into the flowerbeds. Luka sees the children's ball land in the flowerbeds.;Does Luka believe that it will rain soon, or does he think the weather has become sunny?;Luka believes that it will rain soon.;Luka believes the weather has become sunny.
Amaury is a baker in a small village in France. Amaury wants to make pain aux raisins, a pastry filled with raisins and custard, for the customers visiting his bakery. Amaury takes a jar of raisins from the pantry to add to the pastry dough. A cat wanders into the bakery, drawn by the aroma of fresh bread. Amaury spots the cat entering the bakery.;Does Amaury believe the jar contains raisins or sultanas?;Amaury believes the jar contains raisins.;Amaury believes the jar contains sultanas.
Chi is a fisherman living on a small island in the South Pacific. Chi wants to go on a fishing trip to catch some fish for his family's dinner. The sea appears calm and inviting. A beautiful, colorful bird lands on a nearby branch, singing a melodious tune. Chi notices the bird and listens to its song.;Does Chi believe the sea is calm and inviting or rough and dangerous?;Chi believes the sea is calm and inviting.;Chi believes the sea is rough and dangerous.
Mei is a pearl diver in a small coastal village in Japan. Mei wants to find a perfect pearl to give to her grandmother for her birthday. Mei spots an oyster at the bottom of the sea that looks to be the right size and age to contain a pearl. A school of brightly colored fish swims past Mei. Mei sees the school of brightly colored fish.;Does Mei believe the oyster she spotted contains a pearl or that it is empty?;Mei believes the oyster she spotted contains a pearl.;Mei believes the oyster she spotted is empty.
Mei is a pearl diver in a small coastal town in Japan. Mei wants to dive deep into the sea to find a rare and valuable black pearl for her grandmother's birthday gift. The water in the cove is calm with barely any waves. A pod of dolphins swims near the cove. Mei sees the pod of dolphins swimming near the cove.;Does Mei believe the water is calm and perfect for diving or rough and choppy due to the storm?;Mei believes the water is calm and perfect for diving.;Mei believes the water is rough and choppy due to the storm.
Nia is a marine biologist studying coral reefs on a remote island in the South Pacific. Nia wants to collect samples of healthy coral to study their adaptability to changing ocean temperatures. The coral she observes appears to be vibrant and teeming with life. A pod of dolphins is seen swimming near the research boat. Nia spots the dolphins swimming nearby.;Does Nia believe the coral is healthy and thriving or stressed and bleached?;Nia believes the coral is healthy and thriving.;Nia believes the coral is stressed and bleached.
Heiwa is a skilled fisherman in a coastal village in Japan. Heiwa wants to catch a large number of fish to sell at the local market. The sea appears calm and full of fish, making it an ideal time for fishing. A beautiful and rare species of bird lands on Heiwa's boat. Heiwa sees the rare bird landing on his boat.;Does Heiwa believe the sea is calm and full of fish or that the fish have moved away?;Heiwa believes the sea is calm and full of fish.;Heiwa believes the fish have moved away.
Amina is an artist in a small town in Morocco, working in her home studio. She wants to complete her latest painting by adding a few final brushstrokes. Amina mixed a specific shade of blue paint before taking a short break. A local art collector visits Amina's studio to view her work. Amina greets the art collector and shows him her artwork.;Does Amina believe that her mixed shade of blue paint is still fresh or spilled and dried?;Amina believes the shade of blue paint is still fresh and ready to use.;Amina believes the shade of blue paint has spilled and dried.
Fatima is an archaeologist working at an excavation site in Egypt. Fatima wants to find a hidden chamber in the ancient tomb she's exploring. Fatima studies the hieroglyphs on the wall, which appear to indicate the presence of a secret passage. A group of tourists accidentally wanders into the excavation site. Fatima notices the group of tourists.;Does Fatima believe there is a hidden chamber based on the hieroglyphs, or does she now know about the concealed door?;Fatima believes there is a hidden chamber based on the hieroglyphs.;Fatima knows about the concealed door.
Fatima is a potter in a small Moroccan village known for its vibrant ceramics. Fatima wants to create a beautiful vase as a wedding gift for her cousin. Fatima has left her kiln turned off overnight to cool down. A group of tourists arrives at the village to admire and buy the local pottery. Fatima greets the tourists visiting her workshop.;Does Fatima believe her kiln is off and cool or unexpectedly hot?;Fatima believes her kiln is off and cool.;Fatima believes her kiln is unexpectedly hot.
Nneka is a talented artist living in Lagos, Nigeria. She wants to complete a painting for an upcoming art exhibition. Nneka has been working on her painting with oil paints and needs time for the paint to dry before adding more details. A group of children plays soccer outside Nneka's window. Nneka hears the children playing soccer outside.;Does Nneka believe her painting is still wet or has it dried faster due to the dust?;Nneka believes her painting is still wet.;Nneka believes her painting has dried faster due to the dust.
Fatima is a florist in a bustling market in Marrakech, Morocco. Fatima wants to create a beautiful bouquet for a customer's wedding. Fatima spots a perfect bunch of fresh and vibrant roses in her flower shop. A talented street musician begins to play an enchanting melody nearby. Fatima listens to the street musician's melody.;Does Fatima believe the roses are fresh and vibrant or wilted and damaged?;Fatima believes the roses are fresh and vibrant.;Fatima believes the roses are wilted and damaged.
Amina is an archaeologist working on an excavation site in Egypt. Amina wants to carefully remove a valuable artifact from the ground using her brush and trowel. The artifact appears to be intact and undamaged. A flock of birds flies overhead, momentarily casting a shadow on the excavation site. Amina notices the birds flying overhead.;Does Amina believe the artifact is in perfect condition or cracked?;Amina believes the artifact is in perfect condition.;Amina believes the artifact is cracked.
Aiko is a florist in a small Japanese town. Aiko wants to create an exquisite flower arrangement for a customer's wedding. Aiko sees a vase filled with fresh, colorful flowers in her shop. A street performer starts playing the shamisen outside Aiko's shop. Aiko hears the music from the street performer.;Does Aiko believe the vase contains fresh, colorful flowers or wilted flowers?;Aiko believes the vase contains fresh, colorful flowers.;Aiko believes the vase contains wilted flowers.
Carlos is a farmer in a small village in Mexico. Carlos wants to harvest his corn crop before the rainy season begins. The corn plants are tall, strong, and ready for harvest in his field. A traveling mariachi band stops by Carlos's village to perform. Carlos hears the mariachi band playing music.;Does Carlos believe the corn plants are tall, strong, and ready for harvest, or does he believe they are severely damaged?;Carlos believes the corn plants are tall, strong, and ready for harvest.;Carlos believes the corn plants are severely damaged.
Mateo is a beekeeper in a small Argentinian village. Mateo wants to collect honey from his beehives to sell at the local market. The beehives appear to be full of honey, ready for harvest. A neighbor's cow wanders into Mateo's apiary. Mateo notices the cow in his apiary.;Does Mateo believe the beehives are full of honey, or that the honey has been washed away by the rainstorm?;Mateo believes the beehives are full of honey.;Mateo believes the honey has been washed away by the rainstorm.
Miguel is a chef at a popular restaurant in Mexico City. Miguel wants to prepare a delicious and authentic mole sauce for the evening's special dish. Miguel notices that the chocolate he has in the pantry is of high quality and perfect for the sauce. A mariachi band begins playing outside the restaurant. Miguel hears the music from the mariachi band.;Does Miguel believe the chocolate is perfect for making the mole sauce or that the chocolate has melted?;Miguel believes the chocolate is perfect for making the mole sauce.;Miguel believes the chocolate has melted.
Carlos is a farmer in a small village in the Andes. Carlos wants to collect fresh eggs from his chickens to sell at the local market. The nest appears to be full of eggs when Carlos checks it in the morning. A sudden downpour of rain begins, turning the ground muddy. Carlos notices the rain and the muddy ground.;Does Carlos believe the nest contains eggs or that the fox has stolen them?;Carlos believes the nest contains eggs.;Carlos believes the fox has stolen the eggs.
Carlos is a skilled chef working at a renowned restaurant in Mexico City. Carlos wants to perfect his mole sauce recipe for a special charity event. He tastes the mole sauce and finds it to be rich and balanced in flavors. A mariachi band starts playing outside the restaurant. Carlos hears the mariachi band playing.;Does Carlos believe the mole sauce has a perfect taste or that it is extremely spicy?;Carlos believes that the mole sauce has the perfect taste.;Carlos believes the mole sauce is extremely spicy.
Amara is an artist living in a bustling city in Nigeria. She wants to create a beautiful painting for her friend's birthday present. She finds a smooth, flawless canvas in her art studio. A vibrant street festival starts outside Amara's window. Amara hears and sees the street festival outside her window.;Does Amara believe the canvas is smooth and flawless or ruined with black paint?;Amara believes the canvas is smooth and flawless.;Amara believes the canvas is ruined with black paint.
Fatima is a talented artist living in a small Moroccan village. Fatima wants to create a beautiful painting to donate for the local charity auction. She has a brand-new set of high-quality paintbrushes in her studio. A traveling storyteller arrives in the village, sharing tales of adventures and legends. Fatima listens to the storyteller in the village square.;Does Fatima believe she has high-quality paintbrushes or ruined paintbrushes in her studio?;Fatima believes she has high-quality paintbrushes in her studio.;Fatima believes the paintbrushes are ruined.
Fatima is an archaeologist working at an excavation site in Egypt. She wants to carefully remove an ancient artifact from the ground to study and preserve it. The artifact appears to be intact and in good condition. A group of tourists arrives at the excavation site to observe the archaeological work. Fatima notices the tourists arriving at the site.;Does Fatima believe the artifact is intact and in good condition or damaged by the sandstorm?;Fatima believes the artifact is intact and in good condition.;Fatima believes the artifact is damaged by the sandstorm.
Aisha is a beekeeper in a small village near the Sahara Desert. Aisha wants to harvest honey from her beehives to sell at the local market. The beehives appear to be full of honey and ready for harvest. A caravan of camels and traders passes through Aisha's village. Aisha notices the caravan passing through the village.;Does Aisha believe the beehives are full of honey or filled with sand?;Aisha believes the beehives are full of honey and ready for harvest.;Aisha believes the beehives are filled with sand.
Amara is a beekeeper in a small Kenyan village. She wants to collect honey from her beehives to sell at the local market. The honeycombs in the beehives appear full and ready for harvest. A group of children visits Amara's apiary to learn about beekeeping. Amara greets the visiting children and teaches them about beekeeping.;Does Amara believe the honeycombs are full and ready for harvest or washed away and diluted?;Amara believes the honeycombs are full and ready for harvest.;Amara believes the honeycombs are washed away and diluted.
Juan is a gardener in a small village in Mexico, tending to a flower garden near the town plaza. Juan wants to water a specific flower bed to ensure its health and beauty. Juan sees that the garden hose is neatly coiled and ready for use. A couple stops by to admire and take photos of the beautiful flower garden. Juan notices the couple admiring the garden and smiles.;Does Juan believe the garden hose is in good condition and functional or punctured and non-functional?;Juan believes the garden hose is in good condition and functional.;Juan believes the garden hose is punctured and non-functional.
Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. A group of tourists arrives to admire the zen garden. Hiroshi notices the tourists and greets them.;Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?;Hiroshi believes the sand is smooth and untouched.;Hiroshi believes the sand is disrupted by fallen leaves.
Yoshi, a skilled Japanese gardener, is tending to a beautiful Zen garden in Kyoto. Yoshi's goal is to create a harmonious and peaceful environment by carefully arranging the rocks and raking the sand. A carefully raked sand pattern in a specific area of the garden catches Yoshi's eye. A group of tourists enters the garden to admire its beauty and take pictures. Yoshi welcomes the tourists and shares the story behind the garden's design.;Does Yoshi believe the sand pattern is perfectly raked or disrupted by wind and leaves?;Yoshi believes the sand pattern is perfectly raked.;Yoshi believes the sand pattern is disrupted by wind and leaves.
Takumi is a gardener in a Japanese Zen garden, meticulously maintaining the grounds. Takumi wants to rake the gravel paths into perfect patterns before the garden opens to visitors. Takumi notices that the gravel paths are smooth and unruffled. A beautiful butterfly lands on a nearby flower, catching Takumi's attention. Takumi observes the butterfly resting on the flower.;Does Takumi believe the gravel paths are smooth and unruffled or disarrayed by the wind?;Takumi believes the gravel paths are smooth and unruffled.;Takumi believes the gravel paths are disarrayed by the wind.
Hiro is a bonsai enthusiast in a small village in Japan. He wants to trim his favorite bonsai tree to maintain its shape and health. Hiro sees that the tree's branches are overgrown and need pruning. A neighbor stops by to ask Hiro for advice on bonsai care. Hiro welcomes the neighbor and shares his bonsai knowledge.;Does Hiro believe the bonsai tree has overgrown branches or that they have been snapped off by the wind?;Hiro believes the bonsai tree has overgrown branches.;Hiro believes the branches have been snapped off by the wind.
Tumelo is a skilled fisherman in a coastal village in South Africa. He wants to catch fish using his large, sturdy fishing net. Tumelo inspected the net before leaving home and saw that it was in perfect condition. A pod of dolphins swims by, playfully jumping in and out of the water. Tumelo watches the dolphins swimming nearby.;Does Tumelo believe the fishing net is in perfect condition or torn?;Tumelo believes the fishing net is in perfect condition.;Tumelo believes the fishing net is torn.
Kofi is a fisherman in a small coastal village in Ghana. He wants to set sail on his boat to catch fish for his family and the village market. Kofi checks the weather and sees clear skies and calm waters. A pod of dolphins swims near the shore, delighting the villagers. Kofi sees the pod of dolphins swimming near the shore.;Does Kofi believe the weather is perfect for sailing or is there a storm approaching?;Kofi believes the weather is perfect for sailing.;Kofi believes there is a storm approaching.
Lila is a baker in a small French village, preparing her bakery for the day's customers. She wants to bake her signature baguettes using her trusty old oven. Lila checked the oven's temperature earlier and saw that it was properly preheated. A traveling accordion player performs a lively tune outside the bakery. Lila listens to the accordion player's performance.;Does Lila believe the oven is hot and ready for baking or cool and unsuitable for baking?;Lila believes the oven is hot and ready for baking.;Lila believes the oven is cool and unsuitable for baking.
Odette is a street performer in a bustling city in France. She wants to entertain the passing crowd by playing her accordion. Odette sees that her accordion is in working condition. A mime artist begins to perform nearby. Odette notices the mime artist performing.;Does Odette believe her accordion is in working condition or has loosened straps?;Odette believes her accordion is in working condition.;Odette believes her accordion has loosened straps.
Mei is a fisherman in a small coastal village in China. She wants to go fishing early in the morning when the tide is high. Mei checks the tide chart and sees that the tide will be high at 5 AM. A flock of seagulls squawks loudly outside Mei's window. Mei hears the noisy seagulls.;Does Mei believe the tide is high at 5 AM or 3 AM?;Mei believes the tide is high at 5 AM.;Mei believes the tide is high at 3 AM.
Fatima is an archaeologist working on a dig site in Egypt, searching for ancient artifacts. She wants to carefully excavate a small, fragile artifact she has discovered. Fatima observes that the soil around the artifact is soft and loose. A group of tourists arrives at the dig site to learn more about the archaeological process. Fatima notices the tourists approaching.;Does Fatima believe the soil around the artifact is soft and loose or hardened?;Fatima believes the soil around the artifact is soft and loose.;Fatima believes the soil around the artifact has hardened.
Kwame is a skilled woodcarver in a small African village known for its exceptional craftsmanship. Kwame wants to create a beautiful wooden sculpture for the upcoming village festival. Kwame examines a large piece of wood and notices it is strong and free of imperfections. A group of children comes by to watch Kwame work and learn from his carving techniques. Kwame notices the children and welcomes them.;Does Kwame believe the piece of wood is strong and free of imperfections or weakened and infested with termites?;Kwame believes the piece of wood is strong and free of imperfections.;Kwame believes the piece of wood is weakened and infested with termites.
Luka is a skilled woodworker in a small Croatian village known for its traditional crafts. Luka intends to carve an intricate wooden sculpture as a gift for his friend's wedding. Luka spots a large piece of high-quality wood in his workshop. A group of tourists passes by Luka's workshop, admiring the village's craftsmanship. Luka notices the tourists admiring the village's work.;Does Luka believe the wood is perfect for carving or damaged with teeth marks?;Luka believes the wood is perfect for carving.;Luka believes the wood is damaged with teeth marks.
Olumide, a skilled woodcarver in a Nigerian village, is preparing to carve a beautiful sculpture for the village chief. Olumide wants to use a sharp chisel to create intricate details on the sculpture. Olumide observes his set of chisels and sees one that appears to be sharp and in perfect condition. A group of villagers gathers to watch Olumide work on the sculpture. Olumide notices the villagers watching him.;Does Olumide believe the chisel is sharp and in perfect condition or blunt and damaged?;Olumide believes the chisel is sharp and in perfect condition.;Olumide believes the chisel is blunt and damaged.
Odion is an archaeologist conducting research at an ancient Egyptian site. He wants to discover a hidden chamber within the pyramid he is exploring. Odion observes a wall with an unusual pattern that appears to be a concealed entrance. A group of tourists on a guided tour enters the pyramid to explore its history. Odion notices the tourists entering the pyramid.;Does Odion believe the wall with the unusual pattern is hiding the entrance or that the entrance is blocked by sand?;Odion believes the wall with the unusual pattern is hiding the entrance.;Odion believes the entrance is blocked by sand.
Ibrahim is a talented potter in a small Middle Eastern village. He wants to make a beautiful, large clay pot to display at the upcoming village bazaar. Ibrahim finds a pile of clay in his workshop, which appears to be moist and malleable. A group of villagers passes by Ibrahim's workshop, excitedly discussing the upcoming bazaar. Ibrahim hears the villagers' conversation.;Does Ibrahim believe the clay is moist and malleable or dried out and brittle?;Ibrahim believes the clay is moist and malleable.;Ibrahim believes the clay is dried out and brittle.
Rohan is a potter in a small Indian village. Rohan wants to make a beautiful ceramic vase as a gift for his friend's housewarming party. Rohan selects a bag of high-quality clay in his workshop that appears to be soft and malleable. A group of musicians passes by Rohan's workshop, playing traditional Indian music. Rohan hears the musicians and enjoys the music.;Does Rohan believe the bag of clay is soft and malleable or hard and unworkable?;Rohan believes the bag of clay is soft and malleable.;Rohan believes the bag of clay is hard and unworkable.
Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. A group of art students gathers nearby to observe Rohit's painting process. Rohit notices the art students and greets them.;Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?;Rohit believes the paint colors are of high quality and long-lasting.;Rohit believes the paint colors are water-damaged and less durable.
Kunal is a talented potter in a small Indian village. Kunal wants to create a set of earthenware bowls as a gift for his friend's housewarming. Kunal inspects a large lump of clay, finding it to be moist and malleable. A lively procession of villagers passes by Kunal's workshop, celebrating a local festival. Kunal notices the procession and joins the festivities for a moment.;Does Kunal believe the clay is moist and malleable or hard and brittle?;Kunal believes the clay is moist and malleable.;Kunal believes the clay is hard and brittle.
Amara is a talented henna artist in a bustling Indian market. Amara wants to create intricate henna designs for a group of bridesmaids attending a wedding. Amara checks her supply of henna paste and finds it to be smooth and consistent. A group of street dancers begins performing nearby, attracting a crowd. Amara notices the street dancers and the growing crowd.;Does Amara believe the henna paste is smooth and consistent or diluted and runny?;Amara believes the henna paste is smooth and consistent.;Amara believes the henna paste is diluted and runny.
Leilani is a skilled hula dancer from Hawaii who has been asked to perform at a cultural event. Leilani wants to wear her favorite traditional hula skirt made of ti leaves for the performance. Leilani sees her ti leaf skirt hanging in her closet, appearing to be in good condition. A beautiful rainbow appears in the sky, drawing the attention of people at the cultural event. Leilani looks up and admires the rainbow.;Does Leilani believe the ti leaf skirt is in good condition or wet and wilted?;Leilani believes the ti leaf skirt is in good condition.;Leilani believes the ti leaf skirt is wet and wilted.
Amina is an archaeologist working on an excavation site in Egypt. Amina hopes to find an ancient artifact that will shed light on the daily life of the people who once lived there. Amina uncovers a fragile clay tablet with inscriptions on it that she believes could be significant. A desert fox appears near the excavation site, curiously observing the archaeologists. Amina spots the desert fox and admires its beauty.;Does Amina believe the clay tablet is still visible and accessible, or buried under the sand?;Amina believes the clay tablet is still visible and accessible.;Amina believes the clay tablet is buried under the sand.
Amara, a skilled Nigerian weaver, is preparing to create a traditional textile for an upcoming cultural exhibition. Amara wants to use a unique combination of colorful threads that represents her heritage. Amara carefully chooses a set of vibrant, high-quality threads for her project. A local storyteller visits Amara's workshop to share tales of Nigerian folklore. Amara welcomes the storyteller and listens to the tales.;Does Amara believe the threads are strong and perfect for her textile or tangled and difficult to use?;Amara believes the threads are strong and perfect for her textile.;Amara believes the threads are tangled and difficult to use.
Amina is an archaeologist from Egypt, working on an excavation site near the Great Pyramids. Amina hopes to discover ancient artifacts that will provide valuable insights into Egyptian history. Amina unearths a clay tablet covered with hieroglyphs that appear to be in excellent condition. A flock of birds suddenly takes flight from a nearby tree, startling the excavation team. Amina notices the sudden movement of the birds.;Does Amina believe the clay tablet is well-preserved and contains important information or that it is eroded and difficult to decipher?;Amina believes the clay tablet is well-preserved and contains important information.;Amina believes the clay tablet is eroded and difficult to decipher.
Fatima is an archaeologist working on a dig site in Egypt. Fatima hopes to find an ancient artifact that could shed light on an important historical event. During her excavation, Fatima discovers a clay tablet with faded inscriptions that she believes might be valuable. A scorpion crawls near the dig site, causing the team to be cautious. Fatima spots the scorpion and warns her team.;Does Fatima believe the clay tablet has important historical inscriptions or has become indistinguishable from any other piece of clay?;Fatima believes the clay tablet has important historical inscriptions.;Fatima believes the clay tablet has become indistinguishable from any other piece of clay.
Mei is a professional photographer exploring the countryside of Japan. She wants to capture the perfect shot of Mount Fuji at sunset. Mei sets up her tripod and camera, pointing it toward the mountain, where the clouds are just starting to clear. A group of local children is flying kites nearby. Mei notices the children flying kites.;Does Mei believe the clouds around Mount Fuji are clearing up or that it's covered by fog?;Mei believes the clouds around Mount Fuji are clearing up.;Mei believes Mount Fuji is covered by fog.
Yara is a skilled potter in a small village in Brazil. She wants to create a beautiful ceramic vase as a gift for her friend's birthday. Yara has just finished molding the vase and needs it to dry before firing it in the kiln. A street vendor passes by, selling fresh fruits and vegetables. Yara hears the street vendor and sees the fresh produce.;Does Yara believe the vase is still wet and fragile or has it dried much faster due to the intense sunlight?;Yara believes the vase is still wet and fragile.;Yara believes the vase has dried much faster due to the intense sunlight.
